"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"148","exocrine system development","Biological Process",3.79813420254018,0.0210585590910658,0.292755893860282,0.260693714219145,"GO:0035272","4/62","287/16896",4,"bmp7b/LOC121895699/LOC121882333/tec"
"149","regulation of vascular associated smooth muscle cell proliferation","Biological Process",8.93495505023797,0.0211028750306534,0.292755893860282,0.260693714219145,"GO:1904705","2/62","61/16896",2,"pparg/LOC121882333"
"150","regulation of BMP signaling pathway","Biological Process",5.07794029252655,0.021316890110568,0.292755893860282,0.260693714219145,"GO:0030510","3/62","161/16896",3,"nbl1/hipk2/nog2"
"151","adult walking behavior","Biological Process",8.79084287200832,0.0217554594231077,0.292755893860282,0.260693714219145,"GO:0007628","2/62","62/16896",2,"drd2a/hipk2"
"152","regulation of striated muscle cell apoptotic process","Biological Process",8.65130568356375,0.0224163778387456,0.292755893860282,0.260693714219145,"GO:0010662","2/62","63/16896",2,"bmp7b/LOC121889464"
"153","actinin binding","Molecular Function",8.65130568356375,0.0224163778387456,0.292755893860282,0.260693714219145,"GO:0042805","2/62","63/16896",2,"pparg/magi1b"
"154","negative regulation of smooth muscle cell proliferation","Biological Process",8.65130568356375,0.0224163778387456,0.292755893860282,0.260693714219145,"GO:0048662","2/62","63/16896",2,"pparg/LOC121882333"
"155","walking behavior","Biological Process",8.65130568356375,0.0224163778387456,0.292755893860282,0.260693714219145,"GO:0090659","2/62","63/16896",2,"drd2a/hipk2"
"156","heparin binding","Molecular Function",4.95483870967742,0.0227217096851652,0.292755893860282,0.260693714219145,"GO:0008201","3/62","165/16896",3,"bmp7b/col23a1a/serpine2"
"157",NA,NA,3.70770243581304,0.0227685935921149,0.292755893860282,0.260693714219145,"GO:0005088","4/62","294/16896",4,"LOC121911895/pdgfra/prex1/dennd2da"
"158","long-chain fatty acid transport","Biological Process",8.51612903225806,0.0230855624366707,0.292755893860282,0.260693714219145,"GO:0015909","2/62","64/16896",2,"drd2a/pparg"
"159","motile cilium","Cellular Component",4.89549932393278,0.0234426939239515,0.292755893860282,0.260693714219145,"GO:0031514","3/62","167/16896",3,"ctsh/drd2a/prkacab"
"160","axon regeneration","Biological Process",8.38511166253102,0.0237629457474559,0.292755893860282,0.260693714219145,"GO:0031103","2/62","65/16896",2,"prkacab/nr2e3"
"161","nuclear receptor activity","Molecular Function",8.25806451612903,0.0244484606714026,0.292755893860282,0.260693714219145,"GO:0004879","2/62","66/16896",2,"pparg/nr2e3"
"162","ligand-activated transcription factor activity","Molecular Function",8.25806451612903,0.0244484606714026,0.292755893860282,0.260693714219145,"GO:0098531","2/62","66/16896",2,"pparg/nr2e3"
"163","receptor ligand activity","Molecular Function",3.60948515274514,0.0248243863826807,0.292755893860282,0.260693714219145,"GO:0048018","4/62","302/16896",4,"bmp7b/nbl1/gdf10a/LOC121882333"
"164","central nervous system neuron differentiation","Biological Process",3.58573853989813,0.0253553865019166,0.292755893860282,0.260693714219145,"GO:0021953","4/62","304/16896",4,"LOC121911895/drd2a/LOC121895699/zeb2a"
"165","response to increased oxygen levels","Biological Process",8.01518026565465,0.0258436187982368,0.292755893860282,0.260693714219145,"GO:0036296","2/62","68/16896",2,"pdgfra/pparg"
"166","regulation of substrate adhesion-dependent cell spreading","Biological Process",8.01518026565465,0.0258436187982368,0.292755893860282,0.260693714219145,"GO:1900024","2/62","68/16896",2,"fbln1/prex1"
"167","tertiary granule lumen","Cellular Component",8.01518026565465,0.0258436187982368,0.292755893860282,0.260693714219145,"GO:1904724","2/62","68/16896",2,"ptx3a/ctsh"
"168","regulation of innate immune response","Biological Process",2.98157690407285,0.0259737016927948,0.292755893860282,0.260693714219145,"GO:0045088","5/62","457/16896",5,"colec12/drd2a/prkacab/si:ch73-22o12.1/pparg"
"169","nephron development","Biological Process",4.64516129032258,0.0268403293852037,0.292755893860282,0.260693714219145,"GO:0072006","3/62","176/16896",3,"bmp7b/pdgfra/acta2"
"170","organic cation transport","Biological Process",7.78617511520737,0.0272705073484765,0.292755893860282,0.260693714219145,"GO:0015695","2/62","70/16896",2,"slc44a5b/LOC121908823"
"171","head morphogenesis","Biological Process",7.78617511520737,0.0272705073484765,0.292755893860282,0.260693714219145,"GO:0060323","2/62","70/16896",2,"pdgfra/LOC121882333"
"172","response to thyroid hormone","Biological Process",7.78617511520737,0.0272705073484765,0.292755893860282,0.260693714219145,"GO:0097066","2/62","70/16896",2,"ctsh/LOC121889464"
"173","regulation of collagen metabolic process","Biological Process",7.67651067696502,0.0279956866623371,0.292755893860282,0.260693714219145,"GO:0010712","2/62","71/16896",2,"pparg/LOC121882333"
"174","cerebellar cortex development","Biological Process",7.67651067696502,0.0279956866623371,0.292755893860282,0.260693714219145,"GO:0021695","2/62","71/16896",2,"LOC121911895/serpine2"
"175","face development","Biological Process",7.67651067696502,0.0279956866623371,0.292755893860282,0.260693714219145,"GO:0060324","2/62","71/16896",2,"pdgfra/LOC121882333"
"176","neural crest cell migration","Biological Process",7.56989247311828,0.0287286026589221,0.292755893860282,0.260693714219145,"GO:0001755","2/62","72/16896",2,"pdgfra/zeb2a"
"177","extracellular matrix structural constituent","Molecular Function",7.56989247311828,0.0287286026589221,0.292755893860282,0.260693714219145,"GO:0005201","2/62","72/16896",2,"fbln1/lamb1b"
"178","smooth muscle contraction","Biological Process",7.56989247311828,0.0287286026589221,0.292755893860282,0.260693714219145,"GO:0006939","2/62","72/16896",2,"acta2/drd2a"
"179","embryonic eye morphogenesis","Biological Process",7.56989247311828,0.0287286026589221,0.292755893860282,0.260693714219145,"GO:0048048","2/62","72/16896",2,"bmp7b/hipk2"
"180","protein C-terminus binding","Molecular Function",3.42787583688375,0.0292653053787494,0.292755893860282,0.260693714219145,"GO:0008022","4/62","318/16896",4,"fbln1/fign/pparg/magi1b"
"181","lipid modification","Biological Process",3.42787583688375,0.0292653053787494,0.292755893860282,0.260693714219145,"GO:0030258","4/62","318/16896",4,"pdgfra/atp2a1l/pparg/soat1"
"182","heme binding","Molecular Function",7.46619531595228,0.0294691907785149,0.292755893860282,0.260693714219145,"GO:0020037","2/62","73/16896",2,"LOC121899291/nr2e3"
"183","hindbrain morphogenesis","Biological Process",7.46619531595228,0.0294691907785149,0.292755893860282,0.260693714219145,"GO:0021575","2/62","73/16896",2,"LOC121911895/serpine2"
"184","regulation of cardiac conduction","Biological Process",7.46619531595228,0.0294691907785149,0.292755893860282,0.260693714219145,"GO:1903779","2/62","73/16896",2,"prkacab/atp2a1l"
"185","regulation of smoothened signaling pathway","Biological Process",4.44319775596073,0.0300705379725174,0.292755893860282,0.260693714219145,"GO:0008589","3/62","184/16896",3,"prkacab/hipk2/serpine2"
"186","regulation of calcium ion transmembrane transport","Biological Process",4.44319775596073,0.0300705379725174,0.292755893860282,0.260693714219145,"GO:1903169","3/62","184/16896",3,"drd2a/prkacab/atp2a1l"
"187","negative regulation of immune response","Biological Process",4.41918047079337,0.0304881766336252,0.292755893860282,0.260693714219145,"GO:0050777","3/62","185/16896",3,"drd2a/pparg/LOC121882333"
"188","embryonic camera-type eye development","Biological Process",7.26709677419355,0.0309731269265259,0.292755893860282,0.260693714219145,"GO:0031076","2/62","75/16896",2,"bmp7b/hipk2"
"189","calcium channel complex","Cellular Component",7.26709677419355,0.0309731269265259,0.292755893860282,0.260693714219145,"GO:0034704","2/62","75/16896",2,"prkacab/atp2a1l"
"190","positive regulation of stress fiber assembly","Biological Process",7.26709677419355,0.0309731269265259,0.292755893860282,0.260693714219145,"GO:0051496","2/62","75/16896",2,"LOC121899291/LOC121882333"
"191","response to carbohydrate","Biological Process",3.35404466501241,0.0313479064781622,0.292755893860282,0.260693714219145,"GO:0009743","4/62","325/16896",4,"colec12/LOC121899291/prkacab/calcrla"
"192","behavioral response to ethanol","Biological Process",7.17147707979626,0.0317363476091624,0.292755893860282,0.260693714219145,"GO:0048149","2/62","76/16896",2,"drd2a/prkacab"
"193","regulation of plasma lipoprotein particle levels","Biological Process",7.17147707979626,0.0317363476091624,0.292755893860282,0.260693714219145,"GO:0097006","2/62","76/16896",2,"prkacab/soat1"
"194","glomerulus development","Biological Process",7.07834101382488,0.0325069857199155,0.292755893860282,0.260693714219145,"GO:0032835","2/62","77/16896",2,"pdgfra/acta2"
"195","tetrapyrrole binding","Molecular Function",7.07834101382488,0.0325069857199155,0.292755893860282,0.260693714219145,"GO:0046906","2/62","77/16896",2,"LOC121899291/nr2e3"
"196","gland morphogenesis","Biological Process",3.30322580645161,0.0328879832811115,0.292755893860282,0.260693714219145,"GO:0022612","4/62","330/16896",4,"bmp7b/LOC121895699/LOC121882333/tec"
"197","regulation of transporter activity","Biological Process",3.30322580645161,0.0328879832811115,0.292755893860282,0.260693714219145,"GO:0032409","4/62","330/16896",4,"drd2a/prkacab/atp2a1l/pparg"
"198","neuron death","Biological Process",6.98759305210918,0.0332849784627367,0.292755893860282,0.260693714219145,"GO:0070997","2/62","78/16896",2,"dio3a/magi1b"
"199","blastoderm segmentation","Biological Process",3.28332685581034,0.0335163069477549,0.292755893860282,0.260693714219145,"GO:0007350","4/62","332/16896",4,"bmp7b/prkacab/LOC121895699/nanos1"
"200","gonad morphogenesis","Biological Process",6.89914250714577,0.0340702633893438,0.292755893860282,0.260693714219145,"GO:0035262","2/62","79/16896",2,"LOC121889464/ntn2"
"201","positive regulation of DNA binding","Biological Process",6.89914250714577,0.0340702633893438,0.292755893860282,0.260693714219145,"GO:0043388","2/62","79/16896",2,"pparg/hipk2"
"202","negative regulation of smoothened signaling pathway","Biological Process",6.89914250714577,0.0340702633893438,0.292755893860282,0.260693714219145,"GO:0045879","2/62","79/16896",2,"prkacab/serpine2"
"203","signaling receptor regulator activity","Molecular Function",3.26366621595519,0.034151668645663,0.292755893860282,0.260693714219145,"GO:0030545","4/62","334/16896",4,"bmp7b/nbl1/gdf10a/LOC121882333"
"204","peptidase regulator activity","Molecular Function",4.2141669437978,0.0343849348389431,0.292755893860282,0.260693714219145,"GO:0061134","3/62","194/16896",3,"fbln1/ctsh/serpine2"
"205","regulation of smooth muscle cell proliferation","Biological Process",4.19255583126551,0.0348331910396499,0.292755893860282,0.260693714219145,"GO:0048660","3/62","195/16896",3,"pparg/LOC121882333/calcrla"
"206","embryonic epithelial tube formation","Biological Process",4.17116524028966,0.035284492407528,0.292755893860282,0.260693714219145,"GO:0001838","3/62","196/16896",3,"bmp7b/prkacab/zeb2a"
"207","(1->3)-beta-D-glucan binding","Molecular Function",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0001872","1/62","10/16896",1,"ptx3a"
"208","arylsulfatase activity","Molecular Function",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0004065","1/62","10/16896",1,"arsj"
"209","annulate lamellae","Cellular Component",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0005642","1/62","10/16896",1,"LOC121889464"
"210","choline transmembrane transporter activity","Molecular Function",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0015220","1/62","10/16896",1,"slc44a5b"
"211","racemase and epimerase activity, acting on carbohydrates and derivatives","Molecular Function",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0016857","1/62","10/16896",1,"LOC121888618"
"212","U6 snRNA binding","Molecular Function",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0017070","1/62","10/16896",1,"LOC121889464"
"213","corpus callosum morphogenesis","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0021540","1/62","10/16896",1,"zeb2a"
"214","substrate-independent telencephalic tangential migration","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0021826","1/62","10/16896",1,"drd2a"
"215","interneuron migration from the subpallium to the cortex","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0021830","1/62","10/16896",1,"drd2a"
"216","substrate-independent telencephalic tangential interneuron migration","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0021843","1/62","10/16896",1,"drd2a"
"217","extrinsic component of external side of plasma membrane","Cellular Component",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0031232","1/62","10/16896",1,"serpine2"
"218","response to luteinizing hormone","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0034699","1/62","10/16896",1,"plat"
"219","regulation of amyloid precursor protein biosynthetic process","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0042984","1/62","10/16896",1,"soat1"
"220","NADPH oxidase complex","Cellular Component",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0043020","1/62","10/16896",1,"LOC121899291"
"221","backward locomotion","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0043057","1/62","10/16896",1,"gdf10a"
"222","xenobiotic export","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0046618","1/62","10/16896",1,"LOC121908823"
"223","platelet-derived growth factor binding","Molecular Function",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0048407","1/62","10/16896",1,"pdgfra"
"224","positive regulation of neurotransmitter uptake","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0051582","1/62","10/16896",1,"drd2a"
"225",NA,NA,27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0052405","1/62","10/16896",1,"ptx3a"
"226","negative regulation of response to interferon-gamma","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0060331","1/62","10/16896",1,"pparg"
"227","negative regulation of interferon-gamma-mediated signaling pathway","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0060336","1/62","10/16896",1,"pparg"
"228","positive regulation of cell adhesion molecule production","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0060355","1/62","10/16896",1,"colec12"
"229","thyroid hormone binding","Molecular Function",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0070324","1/62","10/16896",1,"ctsh"
"230","leukocyte aggregation","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0070486","1/62","10/16896",1,"bmp7b"
"231","calcitonin family receptor signaling pathway","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:0097646","1/62","10/16896",1,"calcrla"
"232","positive regulation of secondary metabolite biosynthetic process","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:1900378","1/62","10/16896",1,"zeb2a"
"233","regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning","Biological Process",27.2516129032258,0.0361044879309861,0.292755893860282,0.260693714219145,"GO:1901620","1/62","10/16896",1,"prkacab"
